,qid,question_text,target
467249,5b7f87e41f7463736f6d,Can someone tap my WhatsApp chats?,0
978718,bfbc7f6cfbe66619a092,Are students who attended international schools preferred by high-level universities?,0
42622,0857e134ff63172efd1a,How can you tell if a helicopter is reconnaissance?,0
741895,914d8bceb114300c1da5,What can a CSE engineers can do in life who don't know programming?,0
308611,3c741bc905b824d2e480,Boy says your thoughts are worst then your actions? Should I be in relationship with him?,0
442302,56ae333a6939d86150c0,What are some life hacks that most people are unfamiliar with?,0
214227,29e72d3bda110301762b,How much did Dinah Drake add to the Arrow TV show?,0
758060,948488d80c37a86514c1,What is HTML anatomy?,0
1076841,d3068a812ed372b1c771,Is summer the same in all parts of the world?,0
1220534,ef37367a1db6ae51718e,What are the common traits of all (or almost all) geniuses?,0
744101,91bfd0868a6654dc296c,Can a student who is a resident and finished schooling at Tamilnadu but joined MBBS at AP by management quota be a local for AP for PG seats?,0
504591,62cbf408dc71d3a4bbd4,What causes roundworms in dogs?,0
385039,4b6e0cb0c22fa0bdb65c,What makes us sad about poverty?,0
1186256,e878c48fc103f3b99528,Can I manage both medical and dancing? Because dancing means I would practice for 6 hours a day at least.,0
263502,3391c6cb8ee584c3a962,What is the most profound and unexpected thing you learned about yourself while traveling?,0
320990,3ee904230acd5ccaab53,What's causing Bitcoin to stagnate at 4000?,0
41510,081de94f0020efdbd44b,"When state is the biggest enemy of innocent people, should unreserved category people seek a different country where merit is rewarded?",0
877584,abf00021fd2dc5e40246,"What are the best schools in Riverside, CA?",0
1173924,e60eade95f39c70f093f,What % of women use sex as a weapon?,0
353674,4550ce29f5471377916a,What should I earn monthly to be rich in Ukraine?,0
566215,6ef15c976d1e1a92f778,Can I use a homeopathic calendula soap after a glycolic acid peel on the same day?,0
540391,69e0efd1916ca62a3052,What is the difference between airplane mode and DND?,0
30212,05e7932bfba44360df0c,What is your favourite story in the Bible?,0
269845,34d2d2bbd832a5d4777d,Why do the Transformers movies need so many writers?,0
617733,78f91e72ffe78db25447,Does an IQ score of zero mean that person does not have any intelligence?,0
35355,06ecd05451e9ce62aea0,What are the best things to do on weekends as a student at Golden Gate University?,0
228466,2cae0faf7c266ba060ff,What are the opinions of Andre Rieu like among professional violinists and musicians in general?,0
944466,b913cc9638f99e637247,What is the best medicine in homeopathy to gain weight fast?,0
213066,29abccea1bad189c3fa7,How much does it cost to pass a bill through Congress?,0
444838,5728e598b8402167ecbd,What is program termination in C?,0
881352,acabbc57d94607c8d3d4,Why some immigration cases are held for further review even after the i485 interview for months without any request for evidence by the USCIS?,0
834238,a37b438abaf086cf42a8,Will China become the new beacon of hope for the world?,0
429094,541880e35380bacec21e,Why are my teeth pointy?,0
579596,718ee4bdf88e707093b4,Are BI/DW developer job going to be automated in near future?,0
931141,b67af233544a951c159d,"What does ""paguri hagushipta"" means in Korean?",0
866365,a9beafb42befc19d46b0,What is Google doing to us?,0
978067,bf9cdda145bc57b50e57,What influenced Mike Ilitch Jr. to become a film producer?,0
675996,8462ce48a619f0c9f319,I am currently working at a call center. I hate sales. I want to start a new career. How should I go about it?,0
422288,52c5b3006e68a60c4a76,How can you reduce waste in a city?,0
537144,6934e6c6b7210be6752e,What can we do to better support women entrepreneurs of color?,0
1176494,e68cc468516ecb82d8f0,"What was the Rostker v. Goldberg, 453 U.S. 57 case about?",0
1256711,f646097872bfebe2df1f,Do all parents unlike their children's friends? What is logic behind this?,0
288882,38957475b5c38bb45a45,Are Russians ruining Thailand?,1
974944,bf00120ef9b336be956a,Are both numerical and theoretical questions asked in the technical part of Coal India Limited Exam (chemical)?,0
838593,a455104aece2156c9973,How do you make your own crytocurrency?,0
917116,b3b3d6e27ce848710dd3,Why is it important to develop a product prototype?,0
885284,ad73482865b69eb186c0,"What educational places can one visit in Laurel, Maryland?",0
410382,506c2952711095f2f094,How do I unbore you?,0
1021858,c83fd3f9ee5917da7a1e,Are schizoids asexual? Or do they occasionally feel lust?,0
195136,26251ac67a496fc62eb1,Can you help me regarding some information about IGNOU admission?,0
856444,a7cc34b081cb20602dcc,"Which of the two has the proper usage of comma, ""need a flat near New York, California or Utah"" or ""need a flat near New York, California, or Utah""?",0
780135,98d28a9207cfc65cb56e,Why do we fail to give our parents the love that they give us?,0
650385,7f628eed540f8c5bea87,"How accurate are the 2018 QS Rankings? They seem to rank Nanyang Tech higher than Princeton, Yale, Cornell Columbia and Berkeley",0
431133,547ef57cf4d99a33b8c4,What are the remedies for insomnia?,0
58242,0b6d64a344d55b62e284,Has every question been asked?,0
994323,c2dab2a52188cfab2d1b,When do I know I'm not a beginner anymore?,0
1274452,f9c32cb1b868c9303491,Is Trumps new immigration law unconstitutional?,0
661297,81882bff2dec9506f8ae,What is the Parent company of whatapp and Instagram?,0
1281992,fb404ad7840b2dbc40a4,Do anti Zionist Jews believe the land should internationalized & Jews will be safe?,0
1287165,fc4228fb3df63555579c,"Is it ok for the Trump White House to use private email servers when his supporters were yelling ""lock her up"" for Hillary doing exactly the same thing?",0
37765,0761c79950119a0c345b,How can I stop my parents from alcohol who has been drinking for more than 18yrs?,0
1211283,ed69429992df620eec01,Can Bill Gates sue Half girlfriend for using his VFX without permission?,0
1200966,eb5ed7f490faf1702277,Is the universe realy spherical? And why?,0
46060,0904530d127c33a91684,How would the human world be the best?,0
398747,4e1c493463f814dca6af,How do I get internship in leading companies?,0
149149,1d29937a9bf7a641e471,What's the most effective way to trade currencies?,0
1140844,df8f7075b20762c2033f,"What is the cutoff for a BA course in Jai Hind College, Mumbai?",0
455867,594bee7f88e96994120a,What are some examples of damages caused by older generations that have negatively impacted the future of younger generations?,0
181079,23648831e04b13090cc9,"What is the best menu items for a new food concept, concentrating on teens health?",0
119314,175bb5be40d84d0f7fe2,Why is TCS share price higher than other IT firms?,0
1080830,d3cefe1822d764ddd062,I want to have a monthly balance sheet projection. How do I calculate the current portion of long term debt for each month?,0
575477,70c293ad2f8a57502a7d,"Which one should I chose for architecture: MS University, NIT Jaipur or SPA Bhopal?",0
377920,4a14076f8a94511a4d23,What would happen is Siri adopted a subscribtion model where you had to pay monthly to use Siri?,0
809340,9e9a5d3597395a6b27d4,How do I develop a Windows application for deleting every single temporary system file on my local disk drive?,0
415151,51596d62b2561781771b,What is the impact of a Saturn and Ketu conjunction in the 12th house for an mesha ascendant?,0
81578,0ff9dde6b5b148fcb7c6,Are there English speaking nail salons in Shanghai?,0
902496,b0d756dd7ff4f23b76a1,"Is it a NYC thing to say ""what's up"" when you don't hear someone clearly?",0
643352,7e006a270937c6f957c7,Which type of problems of teachers and students can solve education minister?,0
979623,bfe921b10c6fbf389853,Why Salman Rushdie is hated by Muslim?,0
141720,1bbdc9a56ddca60dde12,Why does your Easter bunny only head fake (or real) eggs?,0
1218323,eec70f4582a538c3446f,How does the Taliban grow in so much power?,0
1062591,d0386fb30b12a7f6bff1,Can a female genuinely enjoy talking with and be kind to a shy and awkward guy without wanting anything in return?,0
217606,2a91372850bae3d0b952,What are the major world events?,0
359571,46790a01caea25ea3a61,Wich are the best courses to study in Canada after btech in environmental engineering?,0
2671,00850511ddac1f702e01,What are the main components of white steel?,0
741234,912b0d62c269ac665a4e,Why do feminists think that masculinity is fragile?,0
68063,0d5996d70d6a4ff4428e,What's the best techniques and tricks to escape depression?,0
647859,7ee2a56326586465b68d,"What is the fastest way to learn about consumer finance basic concepts, especially credit risk management?",0
315398,3dce3469c64a71fd7a25,How can I learn another language without going to clssses or paying?,0
1063082,d050b6f99af4e07f1b07,"If we uploaded a person onto a cloud, would it still be that person, or would it be an exact copy?",0
957671,bb9f532b2175a7c403ed,"What do you think more often, yourself or your life?",0
480697,5e20dd9c91c61f46944e,How do I cancel Rajasthan Uttar matric scholarship form?,0
205798,283eddb337d18d1830d2,"If everyone in America would have free health care but higher taxes, what would happen to the country?",0
1143667,e0194492bf8c25106f0d,Why did Jesus become so popular?,0
1143029,dffac8d2ddb375dd63bc,My mother-in-law told me that Barack Obama hates America and wants to destroy it. How should I respond?,1
759347,94c76bce5dfa2b8404d8,Why do some people claim that the founder of planned parenthood wanted to reduce the black population in America through abortions?,1
234109,2dc8da3a311b4795c988,Will there be a problem in admission in colleges if my mom's surname is not present in SC certificate but present in my 12th and 10th marks card?,0
142861,1bf5686466a636b5f018,Are there any famous answers I can follow?,0
126166,18b058d2aabadb23c12d,In Islam?,0
435106,55454c3d5bcad01c2416,How was Joseph Stalin's behaviour and actions adapted in Animal Farm (book)?,0
433807,550455cbbf15834dbc19,I just got into Penn. Is this a big accomplishment?,0
877743,abf90bab81f304751d79,Where can I buy a 3.5mm headphone jack lightning jack adaptor?,0
1223232,efbd7aeafb613decf6f0,How can me and my husband get on the joint account together?,0
1206569,ec7ea0364dfc868a03ef,What is the most meritocratic city in the world?,0
166492,2086e026d668e93b42b6,Do some men like to take the burdens of women?,0
1246769,f4549331f38ae5c943db,Where can I get detailed insights on the global petrochemicals market?,0
624896,7a5e3b38e46f68b7b79e,What is the step to use time history response of earthquake?,0
906596,b1a36a4ef119cf8aa35e,How can I work with live projects on machine learning?,0
1265103,f7eed313558359de4d7c,How many knifes can you stick in somebody's throat?,0
117538,170111a0a71965060a6b,Do I have to give IMU-CET for admission in AEMA?,0
794431,9bab92331764665cbc24,How do l prepare basic knowledge of manufacturing technology?,0
28818,05a2f605db903e374104,Why do I feel bad after killing insects?,0
1241076,f335dd6a3af5186f26ea,What are some intresting facts of Harry Potter?,0
456607,5971fff4e147403e3226,My son plays video games a lot. He says he wants to develop games in the future. How can I convince him that game makers make next to no money and that he should pursue a career in something like finance?,0
946165,b968ace76b540f2a1966,What are some exercises/advice to sciatic pain relief?,0
507750,636ba8e346abdf554568,How good is the volleyball program at the Cathedral School of St. John the Divine in New York?,0
1132360,ddee228e601dc6a0e189,How do music promotion channels create revenue?,0
758929,94b15e84e7a20a61b360,How are millennials in there 30s viewed? The range of millennials are 1981-1996 which makes older millennials 37 and younger.,0
120933,17ac517d57a92ce2bb46,What motivates anyone to work once they can buy anything they really want?,0
78746,0f6a0202aa248c63f29a,Can I play Ranji Ranji at the age of 21?,0
531964,6827c6226d0df8656d98,Why did Ivanka ask her daughter to learn Chinese?,0
93688,125679b1ceda7b3fae49,Can RBI officers play basketball tournament with other teams?,0
917254,b3bb33152a2caa384ed2,"Is it possible to watch Sword Art Online: Ordinal Scale in India (specifically, Delhi) in theaters?",0
496098,61254681cac45f466d18,How can I clone a VMware virtual machine to another virtual machine using Clonezilla?,0
1136409,deb8b737720483c8624f,What is the derivative of (pi-x) ^3?,0
397477,4dde60bb251b3315fa1d,What is the best Airtel dongle plan unlimited in Pune?,0
483846,5ebf0a90dce2b15939b2,"If you are not a sociopath/psychopath, what would you and your life have been like if you had been born a psychopath?",0
1023897,c8a4c2b516bef51d15a3,Why would you ask some simple 'yes/no' questions on Quora?,0
170703,215d5574f38b929a4f8e,How can I deploy my jframe on localhost so all others on the same local network can access it?,0
135688,1a8f7057a0f7b020cb1a,Is Quora going into a completely different direction (taken by users) than initially intended?,0
541743,6a262d0572444aa2227a,"What happens when the sexual compatibility just isn't there in a marriage? My husband promised there would be good sex at least weekly before we got married, now he isn't living up to the promise.",0
45284,08de4810d47f1d93c1ee,how many types of peoples are there in the world ?,0
1007275,c561b94baa9cbc82f7aa,Why am I unable to bond with people?,0
211077,2946c2fcffe5f1ad7824,How do I get immediate relief from chronic migraine headache?,0
1061536,d000e356d24abb270e19,How is Bandura's theory used in practice?,0
55599,0ae9dfd24b8f01399c70,"What is the salary band for deputy manager in reliance corporate park, Navi Mumbai with 4 years of work ex after btech in data science domain?",0
19327,03c8203e07c3141d5878,Why would healthcare providers continue to provide quality care if their profits were capped and regulated?,0
131310,19b1dceb0359ae23652a,Why is there so much Indian paranoia and fear about China?,1
462752,5a9c918f99162ce72f27,I am a 14 year old boy. How big should my penis be?,1
971793,be63cc3cdd50d2aa6473,"Young beautiful women get offended when men stare. When they get older and are not so attractive, they get offended that men don't stare. What do these women want?",1
417651,51da33c713cb77696c6e,What would happen if every single living organism on earth went to war with humans?,0
1261665,f73f1d44f6c314226657,Why is anime popular in American than Manga?,0
705239,8a17ed4553c86fb21747,How should a 23-year-old invest time?,0
28464,0591b376c1cdf84d180a,"Does transfer of data within a CPU, say MDR to CIR, requires Data bus?",0
782213,993a9472ea302d86395e,What's your favorite jam recipe?,0
1061707,d00a03cda631548a5635,Was the Battle of Britain or the invasion of Russia a bigger loss for Germany?,0
676086,8465f7e52ee75554e02c,Which are the latest technologies in generation of electricity?,0
756752,9443fccaa33e9111f45d,What is clock mode in automobiles?,0
429815,543c9fcf28d7f35af89b,I am very nervous about my CBSE board physics exam. I am expecting 60. Can I get above these?,0
1233471,f1b8f81e221def01a80b,What are some unexpected challenges you encountered when submitting to the App Store for review?,0
242517,2f6dcfbe5c9095221496,Why is it controversial to estimate a person's worth?,0
14523,02db898b2d686a4d7c62,What could be the best possible way to kill boredom when I have no idea what to do?,0
1279256,fab6ebf3151f890c91fc,Why do we wear cotton cloths in summer instead of wearing polyester and nylon cloths?,0
511754,6438c0ecbeb0b2c75069,What is differential compound motor series field short circuit effect of motor direction?,0
112605,1607804ca560c09e06f9,What are some possible future policies for the GOP if they haven't hit bottom and still have far to fall?,0
390322,4c73e9d681688041900e,What should I fell if a person close to me passed away?,0
34547,06c20252be82d994ee10,Why would you be dumb enough to think that violent films and video games could not have an adverse influence upon children?,0
889285,ae38de8e62e653896a1a,If you could save a life should you?,0
551298,6c03e0e5e257eb933c33,Where can I buy jordans without CVV?,0
1120193,db8537eca2e5c9a31b0b,Why is this store so confident that their medicine can help everyone?,0
1294744,fdc2141232cf7e51b5e4,How is the Azodin Kaos paintball gun mass produced?,0
73549,0e697d4c20a6d0b29bec,Does VITEEE contain too many semiconductor questions?,0
198555,26cfcd54063c38b29272,What's the difference between I've played this game for ten years and I've been playing this game for ten years? Do they mean the same?,0
549958,6bbea920b95ff598bc2d,What is a good sentence for Multiparty?,0
108213,152e53b2b0e42f7619a9,Is wisdom different from anointing?,0
979353,bfdc9116aba9d731c5da,What makes a person fall in love with someone else (if it isn't through physical and emotional intimacy)?,0
136585,1abcbbf99a4b969d32f3,What is the most fun part of abortion that Democrats enjoy?,0
533247,686a8b9a6b1dc6e9b9ca,Has anyone had any luck doing online courses on Udemy?,0
382105,4ae2e090ca4776fd5ea2,What is the latest news regarding original two wheeler driving licence in Tamilnadu?,0
788561,9a7ec2288915c0c22fdf,What are the countries with the biggest demand for illegal drugs?,0
1153093,e1f00b477efd475aa1b4,Why did my mother tell me to grow up just because I said my brother name to get his attention?,0
412468,50d1cbf6b1fddf903c05,Does it even matter if India is communal or secular for the common people?,0
102478,14128a0a778b1d4220cd,What is the role of protein kinase?,0
877578,abefd8081ac1fd98d473,Why are the neutron stars so heavy and have very high density?,0
861949,a8e1961fd0834d426d11,What curtain motor do movie theaters use for their curtain? Why?,0
804569,9da65fbc444cd61628de,Do you really use Quora for information or just like 'any other social platform'?,0
118602,1739bdcf358243d12222,How can you or is it even possible to destroy a narcissist that you were involved with?,0
535205,68d338b5416eecf89bea,Who has won the most national championships in football?,0
941925,b89a6b03a03ec67fb4f7,What do you think of a tree being under arrest for 117 years?,0
456855,597e239c7ac76de53786,"Quora, you have repeatedly changed my question from a follower of Christ to Christian. I do not identify as a Christian. This does not only change the question, It changes how I identify. Would you like me to be someone other than myself?",1
1074454,d288747cbf9a84499783,Did Mussolini have any post war plans?,0
497168,6158da7bc89fb0291ea5,How did Agam Jain sir use RSTV and AIR for UPSC?,0
507779,636d598f5b0365b95cbb,What are the applications for Fibonacci numbers?,0
771616,9728aa332a0d2abdb624,How can I erase my fingerprints?,0
477062,5d6ce3b71a1656e39b75,Why do some people prefer Koodo Mobile products over other brands?,0
915717,b36c02e8aaa68cf0c50d,What is some everyday useful knowledge one should hold while moving to a big city for higher studies?,0
163859,200a2fbc2869caec8154,Why do minorities think the worst of you just because you look Caucasian?,1
827006,a212ae032f03374e08a6,How much does Instagress.com make?,0
765404,95f390ee310e7471e2a3,Which is the best Android tutorial for WiFi file sharing..if possible please provide me the url?,0
979845,bff402ed005a95a27a13,Is the National Review a sample of what's usually termed as the western free press media?,0
1287555,fc547165cbe6d1e9879a,"According to Islamic interpretation, what does it mean when you see someone you once knew become your new neighbour in a dream?",0
1257745,f67a7022951b6c4b23a2,How should I ask an eighth grade boy out?,0
941539,b887863431f3f1372533,Do girls like short fair looking guys?,0
282528,374f030fb2a35e4dd9f2,How can I buy stocks from another country?,0
830000,a2a91e726f9bf4b9808f,What is the qualification to develop any Android software?,0
521963,662e411d621af7bc455b,What one thing you can do well but do not want to get paid for it?,0
1181440,e78513436df848181aab,What are the ways to increase the usage of renewable energy?,0
229897,2cf750e9ff1902dd3c40,How much damage are tar sands -sourced fuels doing to Canada’s environmental credentials?,0
863512,a9336eb127ceb920fda6,What is your opinion on Braj Bihari Kumar's comment asking schools to not teach about inter-religious and inter-caste riots in schools?,0
606753,76d0f4b814fb928e33aa,"Can Directflo Technology AODD Pump replace existing Centrifugal pumps for most applications for transferring Acid, Slurry, chemical, Viscous fluids, Inflammable fluids?",0
502686,626cdfcfce11bbe4410e,Does chlorhexidine kill fungi?,0
760933,9515177fe9bff5bb238e,"Can nerve damage and cognitive decline caused by deficiency of vitamin B12 be reversed in short or long time period? If yes, how much time will it take to recover? My B12 level is 89, how much time would it take to recover from other symptoms?",0
856678,a7d8a66261b3c3d11eb3,Do teenagers have to go to drivers ed to get their license?,0
938238,b7dfdb2e6c31e544062e,Why is Quora allowing liberals ask questions like why we need AR-15 rifles and why we join the NRA?,1
1221665,ef6fc7b52d733b99f995,How can I watch TV shows on my iPhone?,0
656946,80adeb70927037dc97eb,What is the most important lesson you’ve learned having dated a Narcissist?,0
973005,be9db8674adb17cdc907,How does the structure of the tower relate to history and culture?,0
1170728,e56db39203b6778189d8,How did the Indian National Congress evolve under Mahatma Gandhi?,0
151981,1db9f5d976d7a93c9beb,Which is the Northmost point of India?,0
1225858,f03f62014582d071fe6c,How do you divide a 100mm line into a ratio of 4:5?,0
335021,41a6c7be1225592b3902,What is the motive of RSS?,0
981771,c054b370f39f291efbf9,How do I stop irrelevant posts and questions from showing up on my feed?,0
301987,3b2339ca440854215a14,How and why did the Kadyrovs switch sides during the conflicts in Chechnya?,0
426727,53a4784c4e7d4ae64775,What's the best way to reveal that a character is homosexual without making a big deal about it?,0
846217,a5cf8c9a4761b68baf0d,What is a healthy substitute for white wine?,0
367340,480301421a689422b09f,"Is it true that the West organizes murders of Russian and Ukrainian politicians and journalists, and then blames Russian government for that?",1
214351,29ecf2b2d22532671e6a,What should I do to feel fulfilled OS knowledge?,0
569548,6f9ab76bd41fba567fc8,"Why do the frozen chicken breasts I bought contain 10% water (written on package)? Does it have something to do with the longevity of the product, or is the water just added to increase the package weight to make it seem like a good deal?",0
1078523,d359c37f7385880c1855,How can I prepare for EJU within 1 year?,0
1220592,ef3a409b7567666bbb89,Can Eu family member work in UK without a visa or residents permit?,0
284509,37b5bf65ca311162e6fc,Who are the best motivaters as a psychologist?,0
137809,1afb68072a168326b3c1,What were the factors that caused inflation after the big bang?,0
1061734,d00baa0980eccd905001,Why is Bruno Mars gay?,1
765057,95e35bc37c06cb1f2bdb,Why is opposing Hindus termed as secularism in India?,0
247805,307b578f0b1b1459c064,What was a Mesosaurus?,0
797160,9c35b371c43c1e007aa9,How do I find the directrix of a parabola?,0
731141,8f2e67bef77ba607bcf0,Has anyone found anything that doesn't cost a fortune that gives some relief from tinitus?,0
1250642,f51697508f29798b4e03,What is the dirtiest (sexual not hygiene) thing that anyone has done to you?,0
888642,ae19e1706196514390da,Where does the water mixed with carcinogenic detergents from washing our clothes go?,0
112391,15fd2474a90313f58685,How do I find Shopify merchants? I am a new dropshipper in China.,0
338811,4260e94b3d4e21fd50cc,How do I know if my future wife is using Quora right now?,0
1289458,fcb767669e9fe8dcef6d,What are the challenges and opportunities in transportation India?,0
642897,7dead9cccc6fecc2d1ef,What's is acidity of this reaction when HCl react with K2Co3?,0
819307,a0893bfe96894d447fbb,In which places in India reserve rainfall in winter?,0
123433,18295414aa54f079d9d5,What's the American impression about Chinese girl’s appearance? They all look the same face.,1
285736,37f28b277f7b7648a75a,Do car dealerships really take advantage of unaccompanied women buying a car?,0
584744,728f5914089a7ad972e0,Where do animals asually live?,0
1251232,f53275dd786df464d058,What future effects does it have on a man in future relationships if your girlfriend commits suicide?,0
769217,96b5ed8a8f68fd9d9707,What are Some hot Extra-marital affair movies list like unfaithful? Appreciate your help?,0
408010,4ff33e4e7e87832aff33,Why did Trump use the Boy Scout Jamboree as a venue to make political attacks and pleas for loyalty?,0
202067,277e1fc7c38de96cea8b,"Are there stages in between high functioning and low functioning sociopathy? If so, what are they?",0
1249796,f4eb8e4b37eb2bc4ac64,What is 3.14 multiplied by 5?,0
36822,0732d607cb7e8deaa389,What are the roles of a server?,0
102698,141cfed5531392e93179,"Why do I distance myself from ""friends"" who do not think that I am popular?",0
1270013,f8e5b6581ac1a7565963,"How can I convince my father to permit me to go to USA for an international competition as I have been selected as a finalist, (knowing that it will be very difficult for him to afford the travel expenses and registration fees)?",0
273950,359ef1e363041e58c1ed,A fair coin is flipped 10 times. What is the probability of getting less than 4 heads? Use Table A-1 for Binomial Distribution.,0
1236115,f23e595cec433df205ab,What makes the skin soft and smooth?,0
452959,58b97d3282daa5d8f7de,What is the origin of name Lokia of person living in West Indies?,0
368242,482ff4377370c54e523a,"Do Portuguese use the word ""oi""?",0
594958,748817188e3317b3c175,Why do so many people have a vitamin D deficit?,0
59616,0bb1de616214de64a515,"How do I calculate the value of money with inflation adjusted? Suppose someone had Rupees 10,000 in 1960s, what will be its value today?",0
279143,36a3493517871c88c767,What's the cheapest way to get off Australian shores for 3 days for the purpose of extending a visa?,0
734035,8fc434bb5b3c8979d424,What were the defining traits of Jennifer Cooke's character in V (TV series)?,0
990665,c21b829526d3aa31bff0,How do volcanoes affect the environment surrounding them?,0
404947,4f5c45664bd35b30efae,Is Panasonic a trusted brand?,0
675517,844a34dc19e3a3477669,How did law fight organized crime in the 1920s?,0
598836,7548fca40e36ffca1ec9,Why didnt India try to resolve the Kargil crisis diplomatically in 1999 with Pakistan as was done by India and China in the Doklam crisis?,0
636788,7cb98746681cf4bed043,What is absolutely the most intense or best missile and what is the best fighter jet in the world?,0
172656,21c339608bd15079495a,Why Hindu religion worship multi God?,0
562755,6e3f7a73a3041cfffef9,Why are you unhappy with the current tax system in India?,0
696807,88768dffa65014fef0e0,Do English-speakers listen to non-English music with lyrics they don't undestand?,0
294255,399f0ec3add3f5cc49c3,Does breast milk dry IP suddenly or gradually?,0
1260001,f6ed105b9eaaa345e29b,Can Naruto use wood style?,0
1055433,ced20550e6c4b6d73ff8,What topics do you follow?,0
495122,60f3d339181cbb7799db,What should've to promote my website www.mikaraworld.com it's a new startup in cake delivery?,0
1166101,e47fe6ae97a78a902a74,How can one apply for smart classes?,0
303548,3b70b9fbd2a5d7ce791e,I have loved my boyfriend. But I won't be hurt if I break up with him or if he cheated on me. Why is so?,0
1295763,fdf5f81990ea636d43bd,What can we do with jumbo roll sublimation paper?,0
932765,b6cb2fab5b66992847f4,Why don't atheists do something productive instead of barking on the internet?,1
613764,78316c04a8f4899fb7f9,Why the most closest friend suddenly become a stranger?,0
30218,05e7cece940e2a9e2566,Why has the HTML/CSS/JS triangle emerged instead of a universal web development language?,0
1153746,e210fbe8534b386cdb74,What cons are there for settling in Canada?,0
886554,adb2db0e9c81c96ba021,Is Pluto a Kuiper Belt object even though its orbit enters into the Solar System?,0
1009167,c5bf390e18958b957e8a,Which is the best health insurance including accident policy in India?,0
584397,727db79c1e54eb4cc686,Is it weird if you are interested in the supernatural?,0
1231682,f15d9613b8100f658977,What are some methods/tactics to increase traffic to a blog in the educational consulting and academic therapy industry?,0
1040462,cbde4725d95d95e79d3a,Why are there so many questions about America and not about other nations on Quora?,0
429352,542498363fbd7aa2e808,"Why don't I care for anyone at all, not even my best friends and family?",0
545525,6adf4bece23aa7225aee,Which is the best consultancy for testing?,0
516886,653690444c43fec2a104,Is the TTT diagram obtained from Fe-Fe3c diagram?,0
547537,6b42fbcd559b71c2f8ea,"If someone was in a bariatric chamber and the pressure was changed from the highest atmospheric barometer reading on record to the lowest, what would happen to them? Also if the reverse was done?",0
1066920,d1108a04e74bf8bf77dd,My boyfriend doesn't like my body. What should I do?,0
1233634,f1c0b283bf6f0a95b12e,How is ACS College of Engineering Banglore?,0
1217579,eea0ad9886d7e3114f66,How do I do the crescent pose in yoga?,0
1259615,f6d8a267e0074cadf73e,Why do I feel like I'll obtain super powers?,0
542217,6a3b7b555534fd9d4d30,Why does water flow from the region which contain air to the region which doesn't contain air?,0
634422,7c3efeb813cae71cf35e,Is h.r.m superior than industrial relations?,0
216570,2a5cff8bd28205720d27,What's the reason of being bored?,0
710976,8b2f9df88443db8ba517,What do people think of eating silver vark?,0
776711,9823842b8c0653a6f266,How big can a little gray mouse get?,0
134050,1a3bedd9bc0d85042b63,Why do cables get tangled so easily?,0
500291,61f3e70210e52b575e22,"Dear Quora's member, why there isn't any smartphone have same size as books?",0
172594,21c00e6491c7c012e9db,Are the salaries posted on jobstreet gross or net?,0
1263782,f7aaf03f0ff085bc68d9,"Is the anime ""Magi"" somewhat historically accurate?",0
660437,815eff092233d2a6b788,What are the uses of industry email lists?,0
737038,905825852a23e38c3627,What is ipc 500?,0
1126317,dcb715b796f6292b34b8,Can prominent bones cause visible bruises?,0
888207,ae0471d574ae72159b0b,Why did some Republicans like Bernie Sanders?,0
367245,47fd99d92f919c68739b,What channels does MailChimp use to market their product?,0
105086,1493d5a51a4bd069a750,What song playing at the beginning of drop dead diva?,0
593789,744bece18c25c176f899,What are horse tranquilizers used for?,0
1215560,ee3c556c0cbf9d78ac27,Do the queens guards actually never blink?,0
944614,b91b6eb182d272b4da12,"Who do you think is more at fault for the dog dying on the American Airlines flight, the owner, or the flight attendant?",0
539711,69bc6d7c50ad528332d6,What kind of algorithm does eBay use to detect sellers and buyers exchanging contact information?,0
241608,2f4207cf213026e444ee,What does forward mean in emal?,0
830263,a2b617e96ca0ad33a378,How many times one can apply for MNS nursing exam?,0
251189,312869d582feccea676d,How long does it usually take to download Tesla software updates over the air?,0
1282300,fb4fad004a71011b1622,What purpose does the United Nations Environment Programme serve?,0
1234907,f202299ee7b3e3c20226,Does everyone in the Navy go to sea?,0
314421,3d9ca93d8f87d15297ac,What were some backup features of Detective Comics?,0
107067,14f8213157d8a89226f8,"For a 13-14 year old, what is your biggest tip for success?",0
773501,97871f794c0c8d35d02e,What is the answer of this question asked in SSC CGL Tier 1 on 21 August 2017?,0
1215774,ee45dce3f309c4bf0dc0,How can I reduce eye straining since I take online homeschool and my vision is making me nearsighted?,0
696958,887d1b53c7c12491f191,I'm 22 and still find myself awkward and nervous around girls. It has started bothering me seeing other guys having such a great camaraderie with girls. What is you suggestion?,0
274443,35b719c4774c1c7f0601,Why do (some) Christians think Christianity is the center of the world?,0
1143575,e0157eacf434ceee6945,Why is it so expensive to buy a Google Pixel in Singapore?,0
1205661,ec5064f52d020a2816e2,How can I speed up my 3G evo wingle connected to psiphone 3?,0
724872,8dede46358d95fbd92bf,How we can say insectivorous plant are partial hetotrophs?,0
939108,b80b026728344ed3958e,What are some good teething remedies for puppies?,0
1291649,fd26e3ac7c68281f3741,How can I entertain myself without technology?,0
115228,168c0acb4a3b6154d3c5,During my whole adolescence I was a good guy. Now that I've turned 30 I want to stop being such. How can I?,0
525613,66e6885971bf1d6bfe17,Should I marry a man who has to watch porn to get hard?,0
1225645,f0359c4ab18cb3ea8575,How would you evaluate the idea of starting a job aggregator?,0
